SMA,WMA,MOM,STCK,STCD,RSI,MACD,LWR,CCI
2095.364990234375,2100.3245825982863,31.230224609375,65.43746300424428,60.59463986599665,55.016576951644865,2.4241499413701604,34.56253699575572,5.3855182913668225
2096.384659830729,2100.5255497101816,38.7900390625,64.61190665104974,61.90966318644181,56.38602312865455,2.077188772263071,35.388093348950264,23.770075919142712
2098.4316650390624,2102.1200940860217,54.14013671875,93.05499855766863,60.39150502001674,58.4843045072509,3.5861352242754947,6.94500144233137,80.87328966397811
2100.290665690104,2103.68772733955,42.10986328125,95.40353617437434,63.07018407900693,56.857607689591894,4.8575097318439475,4.596463825625655,113.06759991617662
2101.9099934895835,2105.552842531922,52.869873046875,95.95916338469775,53.21849628468372,58.54917984248238,6.314367653044428,4.0408366153022595,135.38618130924746
2103.62666015625,2107.225106056788,45.93017578125,92.02652573619045,54.84203458998009,57.52928388357846,7.27454432656441,7.973474263809549,130.52766195621683
2105.0916666666667,2108.658876218078,34.670166015625,86.71976664278507,55.63963660998445,55.82280442931522,7.785971548179077,13.28023335721492,118.42246891887015
2106.4130045572915,2110.3187731014787,28.760009765625,94.16095214422529,57.61798234712129,54.928033747959574,8.494398270226611,5.839047855774714,117.27905366617448
2107.2130045572917,2111.5863249747986,33.630126953125,87.03412629947509,58.815765746007145,55.86033788124381,8.572915313088743,12.965873700524908,102.55874966066719
2107.6053385416667,2111.3919344338037,8.35986328125,54.30453408974603,59.40317966263604,51.368764570255415,6.792908241072837,45.69546591025397,9.74724024372253
2108.5266682942706,2112.4161048807123,16.85009765625,83.17115786703317,60.78262151584715,52.68424688008513,6.858911781083407,16.828842132966823,48.84658879396262
2108.998673502604,2113.207290091566,15.800048828125,79.14369891655579,61.48932151925881,52.50858003601793,6.617877499042152,20.85630108344421,47.85459203430988
2109.0786702473956,2113.1034977738577,26.2099609375,59.08060766452707,61.609094985354254,54.303625346154895,5.284658014370052,40.91939233547293,9.441541929047142
2110.0970052083335,2113.274550046203,11.330078125,65.57871419589723,63.13377587374927,51.955954771285455,4.526106648544555,34.42128580410276,5.484127733962775
2110.4036783854167,2113.242491494456,12.31005859375,62.389791352916234,63.592935924241765,52.13234746835015,3.710315278327016,37.610208647083766,-8.73164863207116
2110.9630126953125,2113.4790327830983,6.110107421875,69.08236223005278,64.43038761276739,51.08162469736377,3.385458559707331,30.917637769947216,22.928606317848285
2110.559016927083,2112.503360215054,-17.08984375,41.787902270700215,63.8255133322611,47.110375403515434,1.638117007045821,58.212097729299785,-53.35815712169794
2109.889021809896,2111.3595577116935,-24.85986328125,37.281227611012824,62.82237704638388,45.77156325837041,0.010334475856325298,62.718772388987176,-87.33790774467626
2108.60869140625,2109.3847840011763,-29.639892578125,16.993698185486817,60.90542891816414,45.0391904161433,-2.346027065933413,83.00630181451318,-122.16666954642446
2107.649690755208,2107.548733093918,-34.610107421875,18.29609755384323,59.4695850939911,44.10932424043222,-4.096052337773926,81.70390244615677,-130.1487721371194
2107.331022135417,2107.3906853788644,-1.650146484375,55.80176333835334,58.992465115825695,49.73462668307304,-3.4221816061995014,44.19823666164666,-41.3105951770065
2107.3980224609377,2107.4893360425067,23.35009765625,61.2818563303262,59.09277996286169,53.98152650299066,-2.563242709881706,38.7181436696738,12.044287275441429
2107.6846923828125,2106.6320512012767,-14.179931640625,39.197724913368326,59.52199055458891,47.51404106041786,-3.037712318636295,60.802275086631674,-46.72290506385202
2106.88935546875,2105.1317440566195,-30.06005859375,24.704282602020676,58.33118886435746,44.793544851476106,-4.147037717519652,75.29571739797933,-107.10543509949687
2106.2826904296876,2104.4479171917,6.830078125,42.4615823256766,57.42287222376558,51.23953027580169,-4.022802179087648,57.5384176743234,-63.00924578997791
2106.648689778646,2104.070965641801,20.2900390625,48.674937493603146,57.97085715399724,53.75254209125159,-3.5485764029904203,51.325062506396854,-34.95093681268365
2108.018359375,2105.0123398647515,33.239990234375,78.45962984925563,57.33209013451515,55.86655969196802,-1.4773292200097785,21.54037015074436,38.76515392928863
2108.751359049479,2105.1395418556785,-6.110107421875,60.482662838238504,58.50338888715499,48.85342515583467,-0.7351574473614164,39.517337161761496,23.54445810843665
2108.976359049479,2106.0491378948254,17.52001953125,81.03250522767704,58.86292822737534,53.26208109154847,0.8805715414719089,18.96749477232296,59.90368989788591
2109.6053548177083,2107.0313051285284,25.079833984375,83.1895071939078,59.8680336651998,54.755725508895544,2.2441016958900946,16.810492806092196,66.48185907166085
2109.920686848958,2106.965158245128,10.10009765625,58.22969008457913,60.371919311715196,51.81226081836915,2.040790984690375,41.77030991542087,19.4274956650325
2110.0483561197916,2106.4741499705983,-18.7900390625,48.21049592709341,60.57592875794555,46.41835330996573,1.358072590406664,51.78950407290659,-15.64677406502073
2109.3946858723957,2105.9219973328295,-21.239990234375,46.90006554102556,59.53139467141058,45.93882019036416,0.7422840922522482,53.09993445897444,-34.86102434717065
2107.2250162760415,2102.582978410618,-71.56005859375,1.28073642344348,64.78621040431582,38.02864531854725,-3.2466438500168806,98.71926357655651,-153.51154960184488
2105.022021484375,2099.7368552587363,-64.719970703125,8.660774898326514,62.1199155471684,39.31945699023939,-5.898503089615133,91.33922510167349,-156.7786545285532
2103.3416829427083,2097.956074638777,-48.43017578125,26.91311198719506,59.976623921243785,42.32024170119983,-6.7674275165200015,73.08688801280495,-105.13262149703341
2101.706013997396,2096.2424195648523,-54.0400390625,26.244190853177336,58.21699381610319,41.311345165869035,-7.422132643358054,73.75580914682266,-91.39718119996668
