SMA,WMA,MOM,STCK,STCD,RSI,MACD,LWR,CCI
0.0479840686614029,0.05080601514622497,0.666221070554831,0.6543746300424428,0.5492685429440903,0.505723966908321,0.7264609100649206,0.3456253699575572,0.5839900304543831
0.04823004460933614,0.05085412354603971,0.6706162341573976,0.6461190665104973,0.5765784176045661,0.5284860404254255,0.7254082491941575,0.3538809334895026,0.6216866755594505
0.04872384578605493,0.05123583266068924,0.6795405524634774,0.9305499855766864,0.5450499202804189,0.5633623545157481,0.7299863087222548,0.06945001442331371,0.7387740500005773
0.049172294429599334,0.051611099671357505,0.6725463305458264,0.9540353617437434,0.6006796480725457,0.5363244225581401,0.7338435881972099,0.045964638256256546,0.8047869240958448
0.049562926544076194,0.05205757922977352,0.6788020400712879,0.9595916338469777,0.39608376397367917,0.5644406715571747,0.7382636140227392,0.0404083661530226,0.8505500944183138
0.0499770398138339,0.05245789309949627,0.674767403371693,0.9202652573619043,0.429800753577419,0.5474886020373188,0.7411767365944532,0.07973474263809549,0.8405879357688943
0.05033044484465616,0.05280111536860918,0.6682210012882449,0.8671976664278508,0.446365031074709,0.519124573245632,0.7427283783122349,0.1328023335721492,0.8157668236651273
0.05064919254621425,0.05319846885677317,0.6647849244114186,0.9416095214422527,0.48745051851534527,0.504252257435134,0.7448777055468119,0.05839047855774714,0.8134223060617519
0.05084217737095585,0.05350190105387486,0.6676163380572766,0.8703412629947509,0.5123256017061877,0.5197484306899711,0.7451159218835901,0.12965873700524908,0.7832390355599943
0.050936820502474146,0.053455366982811385,0.6529245828817284,0.5430453408974603,0.5245247773310912,0.44509232252847497,0.7397154795251121,0.45695465910253974,0.5929335300921725
0.05115907382851834,0.05370053745311175,0.6578606787784781,0.8317115786703317,0.5531724701338748,0.4669574425671303,0.7399157305909008,0.16828842132966823,0.6731048508266407
0.05127293613152745,0.05388993488283185,0.657250196018761,0.7914369891655579,0.5678489311636281,0.4640376187096448,0.7391844459982465,0.20856301083444212,0.6710708095104924
0.051292233828744406,0.05386508861683881,0.6633023639777416,0.5908060766452707,0.5703363382657395,0.49387373348495534,0.7351395323058434,0.40919392335472926,0.5923067105020116
0.05153788782120004,0.05390603586949916,0.6546514215831276,0.6557871419589724,0.602000296852569,0.454852228940828,0.7328381296926246,0.3442128580410276,0.5841922243410574
0.05161186690786553,0.05389836155099808,0.6552211676416033,0.6238979135291625,0.6115359478430037,0.457784117470565,0.730363064092793,0.37610208647083765,0.5550434633312329
0.051746795700074434,0.053954985855240604,0.6516166083105142,0.6908236223005279,0.6289278072056927,0.44031966405808265,0.7293774668941914,0.30917637769947215,0.6199612828919231
0.05164933938441439,0.053721425022579615,0.6381285020078794,0.41787902270700217,0.6163660217763818,0.3743120546325639,0.7240761299028529,0.5821209772929978,0.4635389688053422
0.05148771577157939,0.05344761649927542,0.6336111283015889,0.3728122761101282,0.59553329142951,0.35205916073648785,0.7191375283264723,0.6271877238898718,0.3938651356934779
0.0511788603483809,0.052974886397751976,0.6308320904144696,0.16993698185486816,0.5557228848014416,0.3398861197243134,0.7119884585939807,0.8300630181451318,0.32245044627468966
0.050947519632670656,0.05253536437699182,0.627942481481124,0.1829609755384323,0.5259038585830248,0.32443046866775155,0.7066789793480633,0.8170390244615677,0.30608353146249634
0.05087064687299434,0.05249753021301394,0.647104912193247,0.5580176333835334,0.5159952230484891,0.41793070979072366,0.7087234656313743,0.4419823666164666,0.488241911144526
0.05088680943059218,0.052521145647020685,0.6616396820323044,0.612818563303262,0.5180785213874193,0.4885200089859846,0.7113294384232496,0.387181436696738,0.5976435137914013
0.05095596311138175,0.0523159249942082,0.6398202815970604,0.39197724913368326,0.5269921940811103,0.3810215314363961,0.7098899240453507,0.6080227508663169,0.47714423182398497
0.05076410316766835,0.0519567748065016,0.6305878121467475,0.2470428260202068,0.5022621042035447,0.3358031535618063,0.7065242925444148,0.7529571739797933,0.3533327781363093
0.05061775673486813,0.05179307729444933,0.6520351885612479,0.424615823256766,0.4833985500589755,0.44294427132305253,0.7069012162514744,0.5753841767432339,0.4437498788652052
0.050706047135135754,0.05170284095825338,0.659860609511892,0.48674937493603143,0.4947788803753914,0.484713974034208,0.7083399908546658,0.5132506250639685,0.5012820826408012
0.05103645394389335,0.0519281913007341,0.6673895183758007,0.7845962984925563,0.4815132241941793,0.5198518457167838,0.7146240394956518,0.2154037015074436,0.6524333568512132
0.051213276211037,0.05195864147827327,0.6445119572863622,0.604826628382385,0.5058382849191382,0.40328393193036044,0.7168757473350693,0.39517337161761495,0.6212240571646124
0.051267553192995516,0.05217638461797635,0.658250161385468,0.8103250522767703,0.5133050531233735,0.4765618396021031,0.7217777791349961,0.18967494772322963,0.6957769011769689
0.051419286490614065,0.05241150017254798,0.6626453249880345,0.831895071939078,0.5341786780247604,0.501388258198784,0.7259146537119282,0.16810492806092195,0.7092651185061823
0.05149535436159673,0.05239566563781681,0.6539363292456585,0.5822969008457913,0.5446431721790465,0.4524638383818165,0.7252978203330295,0.41770309915420867,0.6127824250469365
0.051526152151417655,0.05227812589631069,0.6371400337589443,0.4821049592709341,0.5488799581884518,0.3628096984003279,0.7232264907336329,0.5178950407290659,0.5408643335103941
0.051368466603752154,0.052145949145567534,0.635715668612755,0.4690006554102556,0.5271874949915195,0.3548392003219794,0.7213582227129163,0.5309993445897444,0.5014664437971362
0.050845074970252854,0.051346639966151505,0.6064603298338567,0.0128073642344348,0.6363173916240425,0.22336124595752974,0.70925603741095,0.9871926357655652,0.25817928766248016
