Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2015-03-20 00:00:00-04:00,163.704345703125,163.704345703125,163.704345703125,163.704345703125,0,0.991,0.0,0.0
2015-03-23 00:00:00-04:00,163.41787719726562,163.41787719726562,163.41787719726562,163.41787719726562,0,0.0,0.0,0.0
2015-03-24 00:00:00-04:00,162.423828125,162.423828125,162.423828125,162.423828125,0,0.0,0.0,0.0
2015-03-25 00:00:00-04:00,160.06495666503906,160.06495666503906,160.06495666503906,160.06495666503906,0,0.0,0.0,0.0
2015-03-26 00:00:00-04:00,159.6942901611328,159.6942901611328,159.6942901611328,159.6942901611328,0,0.0,0.0,0.0
2015-03-27 00:00:00-04:00,160.09864807128906,160.09864807128906,160.09864807128906,160.09864807128906,0,0.0,0.0,0.0
2015-03-30 00:00:00-04:00,162.06996154785156,162.06996154785156,162.06996154785156,162.06996154785156,0,0.0,0.0,0.0
2015-03-31 00:00:00-04:00,160.66310119628906,160.66310119628906,160.66310119628906,160.66310119628906,0,0.0,0.0,0.0
2015-04-01 00:00:00-04:00,160.04812622070312,160.04812622070312,160.04812622070312,160.04812622070312,0,0.0,0.0,0.0
2015-04-02 00:00:00-04:00,160.61256408691406,160.61256408691406,160.61256408691406,160.61256408691406,0,0.0,0.0,0.0
2015-04-06 00:00:00-04:00,161.67401123046875,161.67401123046875,161.67401123046875,161.67401123046875,0,0.0,0.0,0.0
2015-04-07 00:00:00-04:00,161.34548950195312,161.34548950195312,161.34548950195312,161.34548950195312,0,0.0,0.0,0.0
2015-04-08 00:00:00-04:00,161.84251403808594,161.84251403808594,161.84251403808594,161.84251403808594,0,0.0,0.0,0.0
2015-04-09 00:00:00-04:00,162.55865478515625,162.55865478515625,162.55865478515625,162.55865478515625,0,0.0,0.0,0.0
2015-04-10 00:00:00-04:00,163.40948486328125,163.40948486328125,163.40948486328125,163.40948486328125,0,0.0,0.0,0.0
2015-04-13 00:00:00-04:00,162.66812133789062,162.66812133789062,162.66812133789062,162.66812133789062,0,0.0,0.0,0.0
2015-04-14 00:00:00-04:00,162.93771362304688,162.93771362304688,162.93771362304688,162.93771362304688,0,0.0,0.0,0.0
2015-04-15 00:00:00-04:00,163.78016662597656,163.78016662597656,163.78016662597656,163.78016662597656,0,0.0,0.0,0.0
2015-04-16 00:00:00-04:00,163.65379333496094,163.65379333496094,163.65379333496094,163.65379333496094,0,0.0,0.0,0.0
2015-04-17 00:00:00-04:00,161.80039978027344,161.80039978027344,161.80039978027344,161.80039978027344,0,0.0,0.0,0.0
2015-04-20 00:00:00-04:00,163.29991149902344,163.29991149902344,163.29991149902344,163.29991149902344,0,0.0,0.0,0.0
2015-04-21 00:00:00-04:00,163.0640869140625,163.0640869140625,163.0640869140625,163.0640869140625,0,0.0,0.0,0.0
2015-04-22 00:00:00-04:00,163.89810180664062,163.89810180664062,163.89810180664062,163.89810180664062,0,0.0,0.0,0.0
2015-04-23 00:00:00-04:00,164.2940673828125,164.2940673828125,164.2940673828125,164.2940673828125,0,0.0,0.0,0.0
2015-04-24 00:00:00-04:00,164.66468811035156,164.66468811035156,164.66468811035156,164.66468811035156,0,0.0,0.0,0.0
